Id_Chanson,Id_Chanson_Parent,Titre_Chanson,Annee_Creation_Chanson,Categories_Chanson,Langues_Chanson,Lieux_Origines_Chanson,Autre_Titre_Chanson,Note_Chanson,Relation_Chanson_Autorite,Id_Autorite,Forme_Retenue_Autorite,Forme_Nom_Veritable,Formes_Anciennes,Formes_Non_Retenues,Formes_Autres_Retenues,Type_Autorite,Date_Naissance_Autorite,Date_Deces_Autorite,Lieux_Naissances_Autorite,Lieux_Activites_Autorite,Note_Autorite,Id_Autorites_Membres_Groupes,Id_Autorites_Evolutions,Id_Autorites_Partenariats
25,,"Aren't you glad you're you?",1945,"Film","anglais","","Are not you glad you are you?","Extrait du film : ""The bells of St.Mary's"".","Interprète",3622,"Crosby, Bing, 1903-1977","Crosby, Harry Lillis, 1903-1977","","","","Physique","1903-05-03","1977-10-14","États-Unis; Washington","États-Unis; Washington","Acteur et chanteur de pop et de jazz.","19486","","20797; 20843; 20866; 20876; 20941; 21018; 21120; 21285; 21355; 21484; 21679; 21686; 21688; 21852; 21914; 21975; 22209; 22230; 22238; 22393; 22398; 22410; 22415; 23507; 24347; 25098"
25,,"Aren't you glad you're you?",1945,"Film","anglais","","Are not you glad you are you?","Extrait du film : ""The bells of St.Mary's"".","Interprète",11065,"Mulligan, Gerry, 1927-1996","Mulligan, Gerald Joseph, 1927-1996","","Jeru, 1927-1996","","Physique","1927-04-06","1996-01-20","États-Unis; New York","États-Unis; New York","Saxophoniste, clarinettiste, compositeur et arrangeur de jazz, cool jazz et third stream.","18137","","22132; 22204"
25,,"Aren't you glad you're you?",1945,"Film","anglais","","Are not you glad you are you?","Extrait du film : ""The bells of St.Mary's"".","Auteur; Compositeur",15498,"Van Heusen, Jimmy, 1913-1990","Babcock, Edward Chester, 1913-1990","","","","Physique","1913-01-26","1990-02-06","États-Unis; New York","États-Unis; New York","Compositeur.","","",""
26,,"The old lamp lighter",1946,"","anglais","","","","Interprète",8113,"Kaye, Sammy, 1910-1987","Zarnocay, Samuel, Jr., 1910-1987","","","","Physique","1910-03-13","1987-06-02","États-Unis; Ohio","États-Unis; Ohio","Directeur musical d'orchestre de big band, swing et jazz.","24132","","20872; 21687; 21886"
26,,"The old lamp lighter",1946,"","anglais","","","","Interprète",8488,"Kyser, Kay, 1905-1985","Kyser, James Kern, 1905-1985","","","","Physique","1905-06-18","1985-07-23","États-Unis; Caroline du Nord","États-Unis; Caroline du Nord","Chanteur et directeur musical d'orchestre de big band, swing et jazz.","18560","","22083"
26,,"The old lamp lighter",1946,"","anglais","","","","Auteur; Compositeur",14137,"Simon, Nat, 1900-1979","","","Simon, Norman J., 1900-1979","","Physique","1900-08-06","1979-09-05","États-Unis; New York","États-Unis; New York","Auteur-compositeur.","","",""
26,,"The old lamp lighter",1946,"","anglais","","","","Auteur; Compositeur",15132,"Tobias, Charles, 1898-1970","","","Tobias, Charlie, 1898-1970","","Physique","1898-08-15","1970-07-07","États-Unis; New York","États-Unis; Massachusetts","Auteur-compositeur. Né dans l'État de New York; grandi au Massachusetts.","","",""
27,,"Believers like you",2007,"","anglais","","","","Auteur; Compositeur",8861,"Lawson, Billy","","","","","Physique","????-??-??","????-??-??","États-Unis","États-Unis","Auteur-compositeur de country rock.","","",""
27,,"Believers like you",2007,"","anglais","","","","Auteur; Compositeur; Interprète",9136,"Levandoski, Alana","","","","","Physique","????-??-??","????-??-??","Canada; Manitoba","Canada; Manitoba","Auteure-compositrice-interprète.","","",""
28,,"I've got a feeling I'm falling",1928,"","anglais","","I have got a feeling I am falling","","Interprète",640,"Austin, Gene, 1900-1972","Lucas, Lemeul Eugene, 1900-1972","","","","Physique","1900-06-24","1972-01-24","États-Unis; Texas","États-Unis; Texas","Auteur-compositeur-interprète de jazz et de chansons de vaudeville.","","","24730"
28,,"I've got a feeling I'm falling",1928,"","anglais","","I have got a feeling I am falling","","Interprète",812,"Ballew, Smith, 1902-1984","Ballew, Sykes, 1902-1984","","","","Physique","1902-01-21","1984-05-02","États-Unis; Texas","États-Unis; Texas","Acteur, chanteur et directeur musical.","","","24668"
28,,"I've got a feeling I'm falling",1928,"","anglais","","I have got a feeling I am falling","","Interprète",1322,"Bernie, Ben, 1891-1943","Anzelevitz, Bernard, 1891-1943","","","","Physique","1891-05-30","1943-10-23","États-Unis; New Jersey","États-Unis; New Jersey","Violoniste de jazz.","","",""
28,,"I've got a feeling I'm falling",1928,"","anglais","","I have got a feeling I am falling","","Interprète",3314,"Como, Perry, 1912-2001","Como, Pierino Ronald, 1912-2001","","","","Physique","1912-05-18","2001-05-12","États-Unis; Pennsylvanie","États-Unis; Pennsylvanie","Chanteur de pop, big band, jazz, musique latine, swing, country, rock and roll et chansons chrétiennes.","","","20902; 20993; 21168; 22323; 25373"
28,,"I've got a feeling I'm falling",1928,"","anglais","","I have got a feeling I am falling","","Interprète",3586,"Crawford, Jesse, 1895-1962","","","","","Physique","1895-12-02","1962-05-28","États-Unis; Californie","États-Unis; Californie","Pianiste et organiste.","","","24787"
28,,"I've got a feeling I'm falling",1928,"","anglais","","I have got a feeling I am falling","","Interprète",5395,"Fitzgerald, Ella, 1917-1996","Fitzgerald, Ella Jane, 1917-1996","","First Lady of Song, 1917-1996","","Physique","1917-04-25","1996-06-15","États-Unis; Virginie","États-Unis; Virginie","Chanteuse et pianiste de swing, pop et jazz.","","","20989; 21031; 21327; 21494; 21918; 21934; 22124; 25351"
28,,"I've got a feeling I'm falling",1928,"","anglais","","I have got a feeling I am falling","","Interprète",6778,"Hanshaw, Annette, 1901-1985","Hanshaw, Catherine Annette, 1901-1985","","","","Physique","1901-10-18","1985-03-13","États-Unis; New York","États-Unis; New York","Chanteuse de jazz.","","",""
28,,"I've got a feeling I'm falling",1928,"","anglais","","I have got a feeling I am falling","","Auteur; Compositeur",9283,"Link, Harry, 1896-1956","Linkey, Harry, 1896-1956","","","","Physique","1896-01-25","1956-07-05","États-Unis; Pennsylvanie","États-Unis; Pennsylvanie","Auteur-compositeur.","","",""
28,,"I've got a feeling I'm falling",1928,"","anglais","","I have got a feeling I am falling","","Auteur; Compositeur",13241,"Rose, Billy, 1899-1966","Rosenberg, William Samuel, 1899-1966","","Rose, William, 1899-1966","","Physique","1899-09-06","1966-02-10","États-Unis; New York","États-Unis; New York","Impresario et parolier.","","",""
28,,"I've got a feeling I'm falling",1928,"","anglais","","I have got a feeling I am falling","","Auteur; Compositeur; Interprète",15848,"Waller, Fats, 1904-1943","Waller, Thomas Wright, 1904-1943","","","","Physique","1904-05-21","1943-12-15","États-Unis; New York","États-Unis; New York","Auteur-compositeur-interprète et pianiste de jazz.","23548","","24730"
28,,"I've got a feeling I'm falling",1928,"","anglais","","I have got a feeling I am falling","","Interprète",15914,"Washington, Dinah, 1924-1963","Jones, Ruth Lee, 1924-1963","","Queen of the Blues, 1924-1963","","Physique","1924-08-29","1963-12-14","États-Unis; Alabama","États-Unis; Illinois","Chanteuse de blues, rhythm and blues et jazz. Née en Alabama; emménage à Chicago (Illinois) alors qu'elle est enfant.","","","21199; 21619; 22244"
28,,"I've got a feeling I'm falling",1928,"","anglais","","I have got a feeling I am falling","","Interprète",16114,"Whiteman, Paul, 1890-1967","Whiteman, Paul Samuel, 1890-1967","","","","Physique","1890-03-28","1967-12-29","États-Unis; Colorado","États-Unis; Colorado","Compositeur et directeur musical d'orchestre de jazz.","19209; 19210","",""
28,,"I've got a feeling I'm falling",1928,"","anglais","","I have got a feeling I am falling","","Interprète",20622,"Louis Armstrong and The All-Stars (Groupe musical)","","","","","Morale","1946-??-??","1956-??-??","États-Unis","États-Unis; New York","Groupe de jazz.","","","504; 16753"
29,,"(Oh baby mine) I get so lonely",1953,"","anglais","","I get so lonely","","Interprète",419,"Anthony, Billie, 1932-1991","Levy, Philomena McGeachie, 1932-1991","","","","Physique","1932-10-11","1991-01-05","Royaume-Uni; Écosse","Royaume-Uni; Écosse","Chanteuse de pop et traditionnelle.","","",""
29,,"(Oh baby mine) I get so lonely",1953,"","anglais","","I get so lonely","","Interprète",596,"Atkins, Chet, 1924-2001","Atkins, Chester Burton, 1924-2001","","Country Gentleman, The, 1924-2001; Mr. Guitar, 1924-2001","","Physique","1924-06-20","2001-06-30","États-Unis; Tennessee","États-Unis; Tennessee","Guitariste de country, musique classique, folk et jazz.","19020","","20822; 20960; 21022; 21793"
29,,"(Oh baby mine) I get so lonely",1953,"","anglais","","I get so lonely","","Auteur; Compositeur",804,"Ballard, Pat, 1899-1960","Ballard, Francis Drake, 1899-1960","","","","Physique","1899-06-19","1960-10-26","États-Unis; Pennsylvanie","États-Unis; Pennsylvanie","Auteur-compositeur.","","",""
29,,"(Oh baby mine) I get so lonely",1953,"","anglais","","I get so lonely","","Interprète",2528,"Carle, Frankie, 1903-2001","Carlone, Francis Nunzio, 1903-2001","","Carle, Frankie, 1903-2001; The Wizard of the Keyboard, 1903-2001","","Physique","1903-03-25","2001-03-07","États-Unis; Rhode Island","États-Unis; Rhode Island","Pianiste et directeur musical.","","",""
29,,"(Oh baby mine) I get so lonely",1953,"","anglais","","I get so lonely","","Interprète",3622,"Crosby, Bing, 1903-1977","Crosby, Harry Lillis, 1903-1977","","","","Physique","1903-05-03","1977-10-14","États-Unis; Washington","États-Unis; Washington","Acteur et chanteur de pop et de jazz.","19486","","20797; 20843; 20866; 20876; 20941; 21018; 21120; 21285; 21355; 21484; 21679; 21686; 21688; 21852; 21914; 21975; 22209; 22230; 22238; 22393; 22398; 22410; 22415; 23507; 24347; 25098"
29,,"(Oh baby mine) I get so lonely",1953,"","anglais","","I get so lonely","","Interprète",4350,"Dickerson, Deke, 1968-","","","","","Physique","1968-06-03","????-??-??","États-Unis; Missouri","États-Unis; Missouri","Auteur-compositeur-interprète et guitariste.","","",""
29,,"(Oh baby mine) I get so lonely",1953,"","anglais","","I get so lonely","","Interprète",7658,"James, Sonny, 1929-","Loden, James Hugh, 1929-","","The Southern Gentleman, 1929-","","Physique","1929-05-01","????-??-??","États-Unis; Alabama","États-Unis; Alabama","Auteur-compositeur-interprète de country et de pop.","","",""
29,,"(Oh baby mine) I get so lonely",1953,"","anglais","","I get so lonely","","Interprète",13989,"Shelton, Anne, 1923-1994","Sibley, Patricia Jacqueline, 1923-1994","","","","Physique","1923-11-10","1994-07-31","Royaume-Uni; Angleterre","Royaume-Uni; Angleterre","Chanteuse de pop.","","",""
29,,"(Oh baby mine) I get so lonely",1953,"","anglais","","I get so lonely","","Interprète",18028,"Four Knights (Groupe musical)","","","4 Knights","","Morale","1943-??-??","1966-??-??","États-Unis; Caroline du Nord","États-Unis; Caroline du Nord","Groupe de pop, rock et doo-wop. Semble avoir été actif de 1958 au milieu des années 1960.","","","21451"
30,,"A little bird told me",1948,"","anglais","","","","Interprète",886,"Barker, Blue Lu, 1913-1998","Dupont, Louise, 1913-1998","","","","Physique","1913-11-13","1998-05-07","États-Unis; Louisiane","États-Unis; Louisiane","Chanteuse de jazz et de blues.","","",""
30,,"A little bird told me",1948,"","anglais","","","","Interprète",1433,"Big Maybelle, 1924-1972","Smith, Mabel Louise, 1924-1972","","America's Queen Mother of Soul, 1924-1972","","Physique","1924-05-01","1972-01-23","États-Unis; Tennessee","États-Unis; Tennessee","Pianiste et chanteuse de rhythm and blues, blues et gospel.","","",""
30,,"A little bird told me",1948,"","anglais","","","","Auteur; Compositeur",2018,"Brooks, Harvey O., 1895-1970","","","","","Physique","1895-09-20","1970-06-22","États-Unis; Pennsylvanie","États-Unis; Pennsylvanie","Auteur-compositeur et pianiste de jazz.","","",""
30,,"A little bird told me",1948,"","anglais","","","","Interprète",4532,"Dorsey, Jimmy, 1904-1957","Dorsey, James, 1904-1957","","","","Physique","1904-02-29","1957-06-12","États-Unis; Pennsylvanie","États-Unis; Pennsylvanie","Saxophoniste et chef d'orchestre.","17750; 22858","","20941; 21882; 22110; 22542; 22543"
30,,"A little bird told me",1948,"","anglais","","","","Interprète",11098,"Murphy, Rose, 1913-1989","","","The Chee Chee Girl, 1913-1989","","Physique","1913-04-28","1989-11-16","États-Unis; Ohio","États-Unis; Ohio","Pianiste de jazz.","","",""
30,,"A little bird told me",1948,"","anglais","","","","Interprète",21679,"Crosby, Bing et McDaniel, Hattie (Collaboration)","","","","","Morale","????-??-??","????-??-??","","","","","","3622; 10299"
30,,"A little bird told me",1948,"","anglais","","","","Interprète",22148,"Knight, Evelyn et Stardusters  (Collaboration)","","","","","Morale","????-??-??","????-??-??","","","","","","8354; 19853"
31,,"De rode tango",1961,"","néerlandais","","","","Interprète",4178,"Denita, Enny, 1927-","","","","","Physique","1927-??-??","????-??-??","Belgique","Belgique","Chanteuse.","","",""
31,,"De rode tango",1961,"","néerlandais","","","","Auteur; Compositeur",7228,"Hoes, Johnny, 1917-2011","Hoes, Johannes Andreas, 1917-2011","","","","Physique","1917-04-19","2011-07-23","Pays-Bas","Pays-Bas","Auteur-compositeur et producteur de disques.","","",""
32,,"Personality",1945,"Film","anglais","","","Extrait du film : ""Road to utopia"".","Interprète",92,"Aebersold, Jamey, 1939-","Aebersold, Jamey, 1939-","","","","Physique","1939-07-21","????-??-??","États-Unis; Indiana","États-Unis; Indiana","Saxophoniste de jazz.","","",""
32,,"Personality",1945,"Film","anglais","","","Extrait du film : ""Road to utopia"".","Interprète",412,"Ann-Margret, 1941-","Olsson, Ann-Margret, 1941-","","","","Physique","1941-04-28","????-??-??","Suède","Suède","Actrice, chanteuse et danseuse.","","","21701; 22167"
32,,"Personality",1945,"Film","anglais","","","Extrait du film : ""Road to utopia"".","Interprète",733,"Bailey, Pearl, 1918-1990","Bailey, Pearl Mae, 1918-1990","","","","Physique","1918-03-29","1990-08-17","États-Unis; Virginie","États-Unis; Virginie","Actrice et chanteuse des années 1946-1989.","","",""
32,,"Personality",1945,"Film","anglais","","","Extrait du film : ""Road to utopia"".","Auteur; Compositeur",2234,"Burke, Johnny, 1908-1964","","","","","Physique","1908-10-03","1964-02-25","États-Unis; Californie","États-Unis; Illinois","Parolier. Né en Californie; grandi en Illinois.","","",""
32,,"Personality",1945,"Film","anglais","","","Extrait du film : ""Road to utopia"".","Interprète",3314,"Como, Perry, 1912-2001","Como, Pierino Ronald, 1912-2001","","","","Physique","1912-05-18","2001-05-12","États-Unis; Pennsylvanie","États-Unis; Pennsylvanie","Chanteur de pop, big band, jazz, musique latine, swing, country, rock and roll et chansons chrétiennes.","","","20902; 20993; 21168; 22323; 25373"
32,,"Personality",1945,"Film","anglais","","","Extrait du film : ""Road to utopia"".","Interprète",3622,"Crosby, Bing, 1903-1977","Crosby, Harry Lillis, 1903-1977","","","","Physique","1903-05-03","1977-10-14","États-Unis; Washington","États-Unis; Washington","Acteur et chanteur de pop et de jazz.","19486","","20797; 20843; 20866; 20876; 20941; 21018; 21120; 21285; 21355; 21484; 21679; 21686; 21688; 21852; 21914; 21975; 22209; 22230; 22238; 22393; 22398; 22410; 22415; 23507; 24347; 25098"
32,,"Personality",1945,"Film","anglais","","","Extrait du film : ""Road to utopia"".","Interprète",4219,"Derise, Joe, 1926-2002","","","","","Physique","1926-??-??","2002-06-24","États-Unis; New York","États-Unis; New York","Pianiste et chanteur de jazz et de musique classique.","","",""
32,,"Personality",1945,"Film","anglais","","","Extrait du film : ""Road to utopia"".","Interprète",6297,"Gordon, Bobby, 1941-","","","","","Physique","1941-06-29","????-??-??","États-Unis; Connecticut","États-Unis; Connecticut","Musicien de jazz, dixieland et swing.","","",""
32,,"Personality",1945,"Film","anglais","","","Extrait du film : ""Road to utopia"".","Interprète",6947,"Haymes, Dick, 1918-1980","Haymes, Richard Benjamin, 1918-1980","","","","Physique","1918-09-13","1980-03-28","Argentine","États-Unis; Californie","Acteur et chanteur. Né en Argentine; grandi en France, en Suisse et en Angleterre. Réside et travaille aux États-Unis à partir de 1936.","","","22178; 22389"
